"","ID","Gender","Certificate","Q27_1","Q27_2","Q27_3","Q27_4","Q27_5","Q27_6","Q27_7","Q27_8","Q27_9","Q27_10","Q27_11","Q27_12","Q27_13","Q27_14","Q27_15"
"452","4808","Male","IB","3: Somewhat true","4","4","4","3: Somewhat true","3: Somewhat true","2","1: Not at all true","2","2","3: Somewhat true","1: Not at all true","2","2","3: Somewhat true"
"453","4806","Male","IB","4","3: Somewhat true","4","4","4","2","3: Somewhat true","1: Not at all true","1: Not at all true","1: Not at all true","3: Somewhat true","1: Not at all true","1: Not at all true","1: Not at all true","3: Somewhat true"
"454","4793","Female","IB","3: Somewhat true","3: Somewhat true","5: Very true","4","5: Very true","5: Very true","1: Not at all true","1: Not at all true","3: Somewhat true","2","4","4","1: Not at all true","1: Not at all true","1: Not at all true"
"455","4809","Male","IB","4","5: Very true","3: Somewhat true","5: Very true","3: Somewhat true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","3: Somewhat true","2","4","2","3: Somewhat true"
"456","4807","Male","IB","4","4","5: Very true","4","5: Very true","4","5: Very true","4","4","4","5: Very true","4","4","4","4"
"457","4800","Male","IB","4","5: Very true","5: Very true","5: Very true","5: Very true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","3: Somewhat true","4","5: Very true","5: Very true","4"
"458","4812","Female","IB","3: Somewhat true","4","3: Somewhat true","4","4","3: Somewhat true","3: Somewhat true","2","2","2","3: Somewhat true","3: Somewhat true","3: Somewhat true","3: Somewhat true","3: Somewhat true"
"459","4810","Female","IB","3: Somewhat true","5: Very true","4","5: Very true","4","5: Very true","4","1: Not at all true","2","3: Somewhat true","4","3: Somewhat true","5: Very true","3: Somewhat true","4"
"460","4803","Female","IB","3: Somewhat true","3: Somewhat true","3: Somewhat true","3: Somewhat true","3: Somewhat true","3: Somewhat true","2","2","2","2","2","2","2","2","2"
"461","4802","Female","IB","5: Very true","3: Somewhat true","2","5: Very true","2","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","3: Somewhat true"
"462","4813","Male","IB","3: Somewhat true","2","4","5: Very true","5: Very true","3: Somewhat true","5: Very true","3: Somewhat true","2","2","3: Somewhat true","4","5: Very true","1: Not at all true","4"
"463","4801","Female","IB","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","2","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","4","1: Not at all true","4","1: Not at all true","3: Somewhat true"
"464","4836","Male","IB","5: Very true","4","3: Somewhat true","5: Very true","5: Very true","2","2","2","2","2","4","2","1: Not at all true","2","5: Very true"
"465","4832","Female","IB","5: Very true","5: Very true","3: Somewhat true","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","3: Somewhat true"
"466","4838","Male","IB","3: Somewhat true","2","4","4","4","2","1: Not at all true","2","2","2","5: Very true","1: Not at all true","2","2","3: Somewhat true"
"467","4833","Male","IB","3: Somewhat true","5: Very true","3: Somewhat true","5: Very true","5: Very true","3: Somewhat true","3: Somewhat true","3: Somewhat true","1: Not at all true","1: Not at all true","5: Very true","1: Not at all true","5: Very true","3: Somewhat true","3: Somewhat true"
"468","4828","Male","IB","3: Somewhat true","3: Somewhat true","3: Somewhat true","4","5: Very true","3: Somewhat true","3: Somewhat true","1: Not at all true","1: Not at all true","1: Not at all true","3: Somewhat true","1: Not at all true","2","3: Somewhat true","3: Somewhat true"
"469","4831","Female","IB","5: Very true","4","4","5: Very true","5: Very true","2","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","5: Very true"
"470","4834","Male","IB","4","5: Very true","3: Somewhat true","4","4","3: Somewhat true","2","3: Somewhat true","3: Somewhat true","3: Somewhat true","3: Somewhat true","1: Not at all true","4","3: Somewhat true","3: Somewhat true"
"471","4835","Female","IB","3: Somewhat true","3: Somewhat true","2","4","4","2","2","2","2","1: Not at all true","2","1: Not at all true","2","1: Not at all true","3: Somewhat true"
"472","4826","Male","IB","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","1: Not at all true","3: Somewhat true","1: Not at all true","1: Not at all true","1: Not at all true","3: Somewhat true","1: Not at all true","5: Very true","1: Not at all true","4"
"473","4827","Male","IB","3: Somewhat true","2","2","5: Very true","4","3: Somewhat true","2","2","2","3: Somewhat true","4","3: Somewhat true","4","2","2"
"474","4829","Female","IB","3: Somewhat true","5: Very true","4","5: Very true","5: Very true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","4"
"475","4837","Male","IB","3: Somewhat true","3: Somewhat true","3: Somewhat true","4","3: Somewhat true","2","1: Not at all true","3: Somewhat true","4","4","3: Somewhat true","1: Not at all true","4","3: Somewhat true","4"
"476","4830","Male","IB","2","2","2","1: Not at all true","1: Not at all true","2","3: Somewhat true","3: Somewhat true","4","4","1: Not at all true","2","2","2","2"
"477","4846","Male","IB","4","3: Somewhat true","4","5: Very true","5: Very true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","4","1: Not at all true","3: Somewhat true","2","5: Very true"
"478","4847","Male","IB","3: Somewhat true","4","5: Very true","4","5: Very true","5: Very true","5: Very true","3: Somewhat true","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","3: Somewhat true","5: Very true"
"479","4855","Male","IB","3: Somewhat true","5: Very true","1: Not at all true","5: Very true","4","1: Not at all true","4","3: Somewhat true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","4"
"480","4850","Male","IB","2","3: Somewhat true","2","4","5: Very true","2","1: Not at all true","2","2","1: Not at all true","3: Somewhat true","2","4","3: Somewhat true","2"
"481","4581","Male","IB","5: Very true","4","3: Somewhat true","2","2","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","3: Somewhat true"
"482","4849","Male","IB","3: Somewhat true","5: Very true","3: Somewhat true","5: Very true","5: Very true","3: Somewhat true","4","2","1: Not at all true","1: Not at all true","3: Somewhat true","3: Somewhat true","4","3: Somewhat true","3: Somewhat true"
"483","4845","Female","IB","4","4","4","4","5: Very true","3: Somewhat true","2","2","3: Somewhat true","3: Somewhat true","5: Very true","2","5: Very true","5: Very true","4"
"484","4848","Female","IB","4","5: Very true","4","5: Very true","5: Very true","4","4","4","4","5: Very true","5: Very true","3: Somewhat true","5: Very true","5: Very true","5: Very true"
"485","4839","Female","IB","2","1: Not at all true","3: Somewhat true","4","2","3: Somewhat true","4","2","1: Not at all true","3: Somewhat true","5: Very true","3: Somewhat true","4","5: Very true","2"
"486","4857","Female","IB","5: Very true","4","5: Very true","5: Very true","5: Very true","3: Somewhat true","5: Very true","3: Somewhat true","3: Somewhat true","3: Somewhat true","4","3: Somewhat true","4","1: Not at all true","4"
"487","4856","Male","IB","2","3: Somewhat true","4","3: Somewhat true","2","3: Somewhat true","3: Somewhat true","2","1: Not at all true","1: Not at all true","3: Somewhat true","2","2","4","3: Somewhat true"
"488","4842","Male","IB","5: Very true","3: Somewhat true","5: Very true","5: Very true","5: Very true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","4","3: Somewhat true","3: Somewhat true","5: Very true","1: Not at all true","5: Very true"
"489","4852","Female","IB","3: Somewhat true","5: Very true","4","3: Somewhat true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","3: Somewhat true","1: Not at all true","5: Very true","4","2"
"490","4752","Male","Other?","5: Very true","5: Very true","5: Very true","5: Very true","3: Somewhat true","5: Very true","3: Somewhat true","5: Very true","3: Somewhat true","3: Somewhat true","5: Very true","3: Somewhat true","5: Very true","3: Somewhat true","3: Somewhat true"
"491","4859","Male","IB","3: Somewhat true","2","1: Not at all true","5: Very true","2","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","5: Very true","1: Not at all true","1: Not at all true","1: Not at all true","5: Very true"
"492","4871","Female","IB","4","5: Very true","3: Somewhat true","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","4","4"
"493","4873","Male","IB","5: Very true","5: Very true","3: Somewhat true","3: Somewhat true","5: Very true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","2","3: Somewhat true","3: Somewhat true"
"494","4858","Male","IB","5: Very true","3: Somewhat true","3: Somewhat true","5: Very true","5: Very true","4","5: Very true","1: Not at all true","3: Somewhat true","1: Not at all true","5: Very true","3: Somewhat true","5: Very true","4","3: Somewhat true"
"495","4874","Male","IB","4","5: Very true","5: Very true","3: Somewhat true","3: Somewhat true","3: Somewhat true","2","3: Somewhat true","2","3: Somewhat true","4","1: Not at all true","4","2","4"
"496","4863","Female","IB","4","5: Very true","5: Very true","4","4","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","4"
"497","4864","Female","IB","3: Somewhat true","5: Very true","5: Very true","5: Very true","5: Very true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","3: Somewhat true"
"498","4860","Male","IB","4","5: Very true","4","4","5: Very true","3: Somewhat true","3: Somewhat true","3: Somewhat true","2","2","3: Somewhat true","2","4","4","4"
"499","4866","Male","IB","3: Somewhat true","4","4","5: Very true","5: Very true","3: Somewhat true","1: Not at all true","2","1: Not at all true","1: Not at all true","3: Somewhat true","1: Not at all true","1: Not at all true","2","3: Somewhat true"
"500","4869","Male","IB","5: Very true","3: Somewhat true","5: Very true","5: Very true","4","2","1: Not at all true","1: Not at all true","2","3: Somewhat true","3: Somewhat true","1: Not at all true","1: Not at all true","3: Somewhat true","4"
"501","4862","Female","IB","3: Somewhat true","3: Somewhat true","5: Very true","5: Very true","4","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","2","1: Not at all true","4"
"502","4870","Male","IB","4","4","3: Somewhat true","5: Very true","3: Somewhat true","5: Very true","4","3: Somewhat true","4","4","5: Very true","2","1: Not at all true","5: Very true","3: Somewhat true"
"503","4868","Female","IB","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","3: Somewhat true","1: Not at all true","2","1: Not at all true","4"
"504","4861","Female","IB","4","5: Very true","4","5: Very true","5: Very true","2","2","2","2","2","4","3: Somewhat true","4","4","3: Somewhat true"
"505","4892","Male","IGCSE (British)","3: Somewhat true","5: Very true","3: Somewhat true","5: Very true","5: Very true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","5: Very true","3: Somewhat true","1: Not at all true","4","1: Not at all true","3: Somewhat true"
"506","4891","Male","IGCSE (British)","5: Very true","3: Somewhat true","4","3: Somewhat true","5: Very true","4","2","1: Not at all true","1: Not at all true","3: Somewhat true","4","2","3: Somewhat true","1: Not at all true","3: Somewhat true"
"507","4899","Female","IGCSE (British)","3: Somewhat true","4","5: Very true","5: Very true","5: Very true","2","2","1: Not at all true","1: Not at all true","1: Not at all true","2","1: Not at all true","2","1: Not at all true","4"
"508","4898","Female","IGCSE (British)","3: Somewhat true","3: Somewhat true","1: Not at all true","5: Very true","3: Somewhat true","3: Somewhat true","1: Not at all true","3: Somewhat true","3: Somewhat true","1: Not at all true","5: Very true","3: Somewhat true","1: Not at all true","1: Not at all true","1: Not at all true"
"509","4879","Female","IGCSE (British)","5: Very true","5: Very true","3: Somewhat true","5: Very true","5: Very true","3: Somewhat true","1: Not at all true","1: Not at all true","2","1: Not at all true","3: Somewhat true","4","5: Very true","5: Very true","2"
"510","4883","Female","IB","3: Somewhat true","4","2","5: Very true","4","3: Somewhat true","1: Not at all true","1: Not at all true","1: Not at all true","3: Somewhat true","3: Somewhat true","2","4","2","3: Somewhat true"
"511","4919","Female","IGCSE (British)","3: Somewhat true","3: Somewhat true","2","4","3: Somewhat true","4","2","4","3: Somewhat true","3: Somewhat true","4","4","5: Very true","5: Very true","3: Somewhat true"
"512","4879","Male","IGCSE (British)","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","1: Not at all true","1: Not at all true","3: Somewhat true","3: Somewhat true","3: Somewhat true","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true"
"513","4913","Male","IGCSE (British)","4","5: Very true","4","3: Somewhat true","4","1: Not at all true","1: Not at all true","2","1: Not at all true","5: Very true","3: Somewhat true","2","4","3: Somewhat true","4"
"514","4897","Male","IGCSE (British)","5: Very true","5: Very true","5: Very true","3: Somewhat true","3: Somewhat true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","2","3: Somewhat true"
"515","4911","Female","IGCSE (British)","3: Somewhat true","5: Very true","3: Somewhat true","5: Very true","5: Very true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","2","1: Not at all true","1: Not at all true","1: Not at all true","3: Somewhat true"
"516","4904","Male","IGCSE (British)","5: Very true","5: Very true","4","5: Very true","4","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","2","3: Somewhat true","1: Not at all true","3: Somewhat true","1: Not at all true","4"
"517","4895","Male","IGCSE (British)","4","3: Somewhat true","5: Very true","5: Very true","3: Somewhat true","3: Somewhat true","1: Not at all true","1: Not at all true","1: Not at all true","4","5: Very true","2","1: Not at all true","4","4"
"518","4910","Female","IGCSE (British)","4","5: Very true","3: Somewhat true","5: Very true","4","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","2","1: Not at all true","3: Somewhat true","2","3: Somewhat true"
"519","4901","Female","IGCSE (British)","4","3: Somewhat true","2","4","4","2","2","2","1: Not at all true","2","4","2","2","2","3: Somewhat true"
"520","4884","Female","IGCSE (British)","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","3: Somewhat true","5: Very true","5: Very true","3: Somewhat true","5: Very true","3: Somewhat true","3: Somewhat true","5: Very true","3: Somewhat true"
"521","4898","Female","IGCSE (British)","3: Somewhat true","4","2","5: Very true","5: Very true","2","2","3: Somewhat true","3: Somewhat true","3: Somewhat true","4","4","5: Very true","5: Very true","5: Very true"
"522","4917","Male","IGCSE (British)","5: Very true","5: Very true","4","5: Very true","4","1: Not at all true","3: Somewhat true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","2","4","4","3: Somewhat true"
"523","4924","Male","IGCSE (British)","4","5: Very true","2","5: Very true","2","1: Not at all true","1: Not at all true","1: Not at all true","2","2","4","2","5: Very true","3: Somewhat true","3: Somewhat true"
"524","4908","Female","IGCSE (British)","4","4","5: Very true","5: Very true","4","2","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","3: Somewhat true","1: Not at all true","1: Not at all true","1: Not at all true","4"
"525","4900","Male","IGCSE (British)","4","3: Somewhat true","4","5: Very true","4","4","3: Somewhat true","2","3: Somewhat true","4","5: Very true","3: Somewhat true","5: Very true","3: Somewhat true","4"
"526","4922","Female","IGCSE (British)","5: Very true","5: Very true","3: Somewhat true","5: Very true","5: Very true","3: Somewhat true","3: Somewhat true","5: Very true","3: Somewhat true","1: Not at all true","5: Very true","4","5: Very true","3: Somewhat true","4"
"527","4906","Female","IGCSE (British)","5: Very true","5: Very true","4","5: Very true","5: Very true","5: Very true","4","4","4","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","4"
"528","4899","Female","IGCSE (British)","3: Somewhat true","5: Very true","3: Somewhat true","3: Somewhat true","5: Very true","3: Somewhat true","1: Not at all true","1: Not at all true","1: Not at all true","3: Somewhat true","3: Somewhat true","1: Not at all true","3: Somewhat true","3: Somewhat true","3: Somewhat true"
"529","4885","Female","IGCSE (British)","4","5: Very true","5: Very true","5: Very true","4","3: Somewhat true","3: Somewhat true","4","4","5: Very true","5: Very true","1: Not at all true","4","3: Somewhat true","4"
"530","4914","Female","IGCSE (British)","3: Somewhat true","5: Very true","5: Very true","5: Very true","5: Very true","2","3: Somewhat true","3: Somewhat true","4","4","5: Very true","1: Not at all true","4","5: Very true","3: Somewhat true"
"531","4921","Female","IGCSE (British)","4","5: Very true","5: Very true","4","3: Somewhat true","5: Very true","4","2","3: Somewhat true","3: Somewhat true","4","1: Not at all true","5: Very true","4","4"
"532","4903","Female","IGCSE (British)","4","5: Very true","3: Somewhat true","4","5: Very true","2","2","2","1: Not at all true","2","3: Somewhat true","2","3: Somewhat true","2","4"
"533","4902","Female","IGCSE (British)","5: Very true","3: Somewhat true","1: Not at all true","5: Very true","5: Very true","3: Somewhat true","1: Not at all true","1: Not at all true","3: Somewhat true","3: Somewhat true","5: Very true","1: Not at all true","5: Very true","5: Very true","5: Very true"
"534","4909","Female","IGCSE (British)","5: Very true","4","3: Somewhat true","3: Somewhat true","4","3: Somewhat true","2","3: Somewhat true","2","2","4","1: Not at all true","4","3: Somewhat true","4"
"535","4912","Female","IGCSE (British)","4","5: Very true","3: Somewhat true","5: Very true","5: Very true","3: Somewhat true","4","3: Somewhat true","3: Somewhat true","3: Somewhat true","4","1: Not at all true","4","4","3: Somewhat true"
"536","4926","Female","IGCSE (British)","4","4","3: Somewhat true","3: Somewhat true","3: Somewhat true","3: Somewhat true","3: Somewhat true","2","2","2","5: Very true","2","3: Somewhat true","2","2"
"537","4886","Female","IGCSE (British)","3: Somewhat true","5: Very true","5: Very true","5: Very true","5: Very true","2","3: Somewhat true","2","1: Not at all true","1: Not at all true","3: Somewhat true","1: Not at all true","2","2","5: Very true"
"538","4907","Male","IGCSE (British)","3: Somewhat true","3: Somewhat true","2","4","3: Somewhat true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","3: Somewhat true","5: Very true","5: Very true","5: Very true","5: Very true","4"
"539","4888","Female","IGCSE (British)","1: Not at all true","3: Somewhat true","5: Very true","5: Very true","5: Very true","3: Somewhat true","5: Very true","1: Not at all true","5: Very true","5: Very true","5: Very true","1: Not at all true","5: Very true","5: Very true","5: Very true"
"540","4896","Female","IGCSE (British)","5: Very true","5: Very true","3: Somewhat true","5: Very true","4","3: Somewhat true","3: Somewhat true","1: Not at all true","1: Not at all true","3: Somewhat true","5: Very true","5: Very true","3: Somewhat true","2","2"
"541","4927","Female","IGCSE (British)","3: Somewhat true","3: Somewhat true","2","5: Very true","5: Very true","1: Not at all true","1: Not at all true","2","3: Somewhat true","2","4","1: Not at all true","3: Somewhat true","3: Somewhat true","2"
"542","4878","Female","IGCSE (British)","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","2","2","2","1: Not at all true","1: Not at all true","4","3: Somewhat true","4","3: Somewhat true","5: Very true"
"543","4923","Male","IGCSE (British)","5: Very true","5: Very true","5: Very true","5: Very true","3: Somewhat true","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","4","5: Very true","5: Very true","5: Very true","5: Very true"
"544","4880","Male","IGCSE (British)","3: Somewhat true","5: Very true","3: Somewhat true","4","3: Somewhat true","3: Somewhat true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","5: Very true"
"545","4920","Female","IGCSE (British)","3: Somewhat true","5: Very true","5: Very true","5: Very true","5: Very true","3: Somewhat true","4","4","3: Somewhat true","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true"
"546","4887","Male","IGCSE (British)","3: Somewhat true","4","4","3: Somewhat true","2","3: Somewhat true","3: Somewhat true","4","4","4","3: Somewhat true","3: Somewhat true","4","3: Somewhat true","5: Very true"
